25	propose	36.1481476	91.85977	98.9481354	73.85526	82.18464	49.7999	39.15115	64.0615	55.3388748	103.744194	67.5695	79.2885	58.84655	54.7390862	64.82932	0
26	relations	21.00947	60.5173454	81.30444	55.42518	49.40242	9.449629	22.5480213	38.6088181	33.36811	67.50599	50.0153046	63.41886	42.6037674	42.8546753	49.6616	5
27	french	29.3165016	66.2299042	89.64035	67.99235	57.1655235	45.3690948	25.6681347	51.99491	43.72095	83.29961	43.3294	69.60814	45.7680435	52.7629852	43.1597	6
28	innovative	33.8412476	83.94792	95.9456253	71.02568	71.2271347	45.0599823	40.49289	63.3043022	53.9061775	88.7274	64.00157	86.4050446	52.9563675	53.55091	62.00978	0
29	trade	26.2496185	70.03294	71.1807251	59.12846	56.3683243	36.4582863	21.8324432	46.4532928	38.75705	74.37291	40.1243362	61.9670029	44.8281	48.581955	43.0807724	6
30	contract	24.8761845	54.4010773	75.3566	51.0060463	53.1604843	38.0825	19.1816063	47.2712	32.58248	89.1647644	43.17987	67.1447754	33.0759926	47.41516	36.9845276	6
31	programs	10.2343769	45.1804237	65.9260559	40.78697	41.46729	25.1619148	8.403603	35.06231	17.3530083	59.80198	35.10372	48.8767929	24.9821014	34.92282	24.9665871	6
32	exchange	36.1231041	66.41125	89.44612	71.08213	54.74854	36.125267	30.77102	53.1176758	44.10238	78.53157	7.66373825	65.76076	55.5512772	56.953392	61.369	10
33	training	21.8675461	71.17913	73.52771	55.25949	51.8363	35.70053	20.8175488	37.83867	37.62308	79.2819061	53.19172	63.7608948	34.1186829	49.94689	42.36637	6
34	market	20.3132973	65.6087341	66.04739	46.68392	45.7996826	32.4413376	17.0742512	43.9716721	30.5662689	76.303154	38.86744	63.2359772	33.47231	37.31026	44.732605	6
35	client	23.6743679	65.76834	83.2042542	51.5667763	56.00804	38.4169	23.5078945	50.0678024	31.3890476	86.14165	52.82773	67.22975	41.0684967	0.434249878	52.79499	13
36	support	16.36512	64.75713	79.81701	44.6349754	43.5060959	25.68959	16.57125	40.65565	24.5425968	72.4695	48.63713	54.8742142	35.4980927	38.2642441	20.9139214	0
37	cloud	34.49273	79.05003	79.2155762	0	65.1050339	47.4569778	33.5796165	59.1756744	34.1509361	103.852562	67.53461	87.04347	48.2412949	52.3676338	56.4777069	3
38	follow	40.3236961	81.87261	97.59439	71.0422745	69.52911	49.946	33.9051476	58.6999969	49.46869	102.31308	56.55998	70.5859451	60.23265	60.3269043	53.6734	6
39	regularly	46.9567146	87.91277	116.214645	82.91223	64.4901352	58.06579	42.2075424	54.89888	57.8116035	94.16749	66.90492	78.57092	62.52179	62.34024	57.4772568	6
40	office365	48.03136	82.84978	99.54274	60.0586243	72.8664551	57.78067	44.5736427	62.17226	29.5866566	108.8923	75.24776	75.2715454	57.8772354	59.0105362	62.4032059	8
41	monitoring	23.0541515	59.362648	77.86587	54.1459427	58.12265	37.8523941	25.4947281	47.53892	31.4577847	90.61049	52.58284	68.95945	41.43824	47.66098	45.5712051	0
42	licenses	35.7490959	77.20802	104.703514	68.14247	62.9708939	38.77795	32.30812	8.59548	44.680603	87.93699	54.28798	86.8275452	57.7565956	59.263298	60.9136276	7
43	windows	35.17572	67.7006454	90.0868759	49.2696228	51.68641	46.5013275	31.0874119	53.45881	15.3708153	87.22019	55.5352325	64.94589	49.8440781	49.8932571	57.6011162	8
44	microsoft	25.32273	54.4775162	80.982605	40.3842354	44.70761	35.2731247	23.21428	46.45316	4.683031	77.93515	49.49089	62.5531273	41.0547943	42.3910751	41.3267441	8
45	contact	22.67914	55.40052	78.13342	49.63838	48.7093277	30.485	18.7194252	41.9395943	30.2534561	83.40556	49.7702942	67.86071	39.63523	43.979248	31.708828	6
46	resources	23.3042183	59.86521	71.1759949	55.3117	58.296402	36.54866	19.2919731	35.74498	34.6498528	73.13178	38.1341934	70.05875	36.6417427	45.6699028	42.39641	6
47	business	17.963541	57.5907669	74.66438	49.6743469	48.6766739	30.7258339	14.7577744	34.9869766	24.9933434	78.722496	38.7150345	53.2583542	31.1216736	40.82178	35.2884369	6
48	users	15.0350666	62.7860069	61.0446777	41.2832947	49.7075958	24.1440468	11.5259714	37.9143066	24.865181	72.221344	40.7199135	59.23529	31.7567749	33.72067	37.3571	6
49	solutions	9.569367	55.75139	70.51076	45.28707	44.52906	25.51574	14.9300976	42.98089	26.3861313	73.26767	40.06491	50.37072	29.52385	35.89003	33.19242	0
50	tools	30.3605175	66.168045	86.11233	61.752552	62.35164	39.42028	28.0307255	57.96815	35.3121033	80.6535645	56.9300079	70.5368347	44.0476456	50.2475128	42.500206	6
51	effective	25.16651	76.88892	87.9859	62.82526	51.2589035	37.1330757	28.9176	55.4065	40.1176147	77.9348	56.36317	55.0399437	39.2572021	52.35456	51.3210754	0
52	france	26.02353	58.42564	91.73381	53.944088	52.6109238	35.63759	22.0381737	39.109108	38.567318	76.33531	36.5515442	65.56152	40.68911	44.0745544	48.9113235	6
53	relationship	28.96847	74.73102	88.2969055	66.53579	56.50556	9.251329	31.6175652	46.01081	44.47642	79.9702454	54.7665176	72.21527	54.8329468	54.9078064	52.56996	5
54	problems	13.79984	57.33521	82.7653961	52.6612968	39.79762	23.991951	16.89294	42.7505875	33.73573	68.3522	44.5508041	43.71398	28.7164612	39.489048	31.0605526	0
55	partnership	35.68368	71.01002	91.7517548	63.69177	63.87799	47.2365875	32.82046	65.00521	49.7882767	97.2458038	54.2280273	81.10954	56.53411	53.34742	55.8790359	6
56	strategy	24.974144	73.16311	67.35709	52.45371	51.05278	32.3094635	24.0667572	43.0843658	35.5725021	74.35004	52.0570068	61.4119263	46.5093575	48.9346161	44.1501923	6
57	sharepoint	45.83719	64.83891	80.18332	77.11631	62.59861	61.414917	42.4278831	76.96564	50.33336	92.94759	62.5659447	85.5656738	50.06654	69.84281	62.64245	6
58	products	8.340054	48.2403336	67.02296	40.28473	38.91153	21.8426456	6.314659	31.37416	20.0545464	63.5299	31.7914371	49.34678	21.963665	31.8426189	28.4175167	6
59	simplify	44.03763	75.83304	83.84208	69.77433	69.57587	65.42854	43.7027969	78.05665	55.31402	100.00032	73.4631958	72.56543	19.5324612	69.8749	67.7317657	12
60	management	23.6781025	56.5514374	69.49512	48.14927	54.6233826	39.84572	23.12923	58.30981	34.3576431	80.77316	45.75773	64.5202	38.16002	36.2787933	44.7851868	6
61	interlocutor	60.0325775	105.551384	113.958862	81.95177	99.01368	62.5410461	60.004097	76.34326	48.62673	118.915009	94.07059	118.574478	85.292244	72.22641	68.63611	8
62	evolution	32.05257	86.0549	88.93961	71.08234	67.2086	42.290123	33.97077	56.2935181	43.31382	91.7003	58.6305771	71.7693939	53.07128	52.6726	60.3156052	0
63	presence	32.13093	69.35463	79.6270447	65.16379	67.0114059	41.73833	29.4365044	54.8854866	44.1746521	75.5701447	44.0539627	78.29757	43.2672119	58.85704	55.1402321	6
64	projects	24.015831	56.5795822	81.6169052	53.62184	48.27562	37.1421127	21.2200089	50.55796	30.402998	80.61771	55.29029	58.25569	33.8792458	40.65617	44.0010529	6
65	office	17.2909718	52.13965	71.89919	43.9608841	47.4846764	28.3153954	14.7302837	30.4377785	13.1347237	78.83761	39.636898	60.0732422	33.01213	31.4990349	38.18419	8
66	issues	27.93358	64.74663	88.81975	52.7241936	59.7012825	44.1310272	24.6085644	49.2175255	39.2761459	75.9389	52.29172	68.70877	42.1494	40.67227	46.44934	6
67	price	14.3771276	58.73311	66.30676	49.90517	40.75238	24.2815971	9.66017151	32.6257133	21.668602	63.63641	32.79838	50.5696	29.8006363	35.5549164	36.05524	6
68	organization	34.9026031	71.94017	90.7806854	63.10029	67.9565	41.07096	32.44261	61.8891258	46.730957	97.9869843	46.8790741	75.55371	46.1544762	47.4431763	61.0921478	6
69	costs	15.3662767	60.0536	73.89689	48.82094	36.5660629	29.33078	12.436945	36.6879234	29.0898724	72.2364044	37.1690025	56.8436165	28.8818741	33.81642	39.801712	6
70	involvement	64.45196	107.092026	122.900185	95.0988541	106.054626	64.37698	63.591053	98.32243	77.10048	115.039795	93.17845	114.963257	76.47334	80.67035	89.075676	6
71	clients	23.8492832	70.26869	87.1032	54.0369949	58.3679581	37.0896	23.669939	49.99952	33.1311951	85.9556046	52.0156746	65.32045	42.6188354	0.4342518	53.9858475	13
72	stable	25.84355	65.6223145	85.45274	58.4337	49.9584923	34.4094849	21.96749	42.5333939	32.92108	74.25603	43.6805954	68.33026	44.837265	43.2044	44.5728149	6
73	communication	30.9640312	74.4968948	79.20221	63.960762	57.4151077	51.989	27.6624184	50.2133026	47.0704651	77.00043	56.6551743	73.9976044	46.1959152	47.57006	54.42453	6
74	partners	31.6302261	65.88991	95.2864456	60.17997	61.18972	46.4773064	28.87635	62.1597977	44.62699	93.23556	53.5368576	80.34718	50.77533	46.99759	55.90561	6
75	contacts	31.653677	64.27844	90.01154	59.4549866	53.1976852	40.65897	26.9777565	48.6176758	40.87828	92.14109	59.4484558	75.59323	45.958847	55.1162338	42.9380722	6
76	offers	12.6775446	52.0249062	68.81558	45.52456	46.9880028	22.4579563	8.607284	33.28352	22.1179218	67.5867157	32.44755	54.1136055	28.0552368	28.3800526	36.3414459	6
77	customers	13.7421494	56.7490463	69.03099	44.5583344	44.9432831	24.7397938	10.5621338	32.3749352	25.2831211	72.62104	38.85759	56.1746826	32.30625	35.7413025	26.1706676	6
78	responsive	38.4509621	82.36671	101.392143	78.9293442	64.82964	45.3569565	33.7147141	35.26224	50.5673027	81.6670761	55.07587	78.90772	54.23475	54.24661	53.5440979	6
79	administration	36.37084	80.26424	84.44501	73.39924	69.80128	43.71554	33.57491	58.2222	47.012764	87.043396	54.28781	79.5912857	50.5365143	58.4104538	51.21424	6
80	visibility	42.7431831	75.43265	99.7185059	66.0674	69.361145	50.8648567	39.3359261	59.48999	52.8065338	118.60421	67.64522	91.45404	56.61908	53.19634	68.97052	6
81	technologies	33.185955	72.24014	85.59478	63.577774	67.0114	52.7610245	32.1559334	60.0458527	43.0077744	95.38575	63.0114937	68.93782	46.99229	62.95183	11.6795692	14
82	mobile	22.0816231	59.8073044	70.8293457	40.23137	51.66649	35.79323	18.45744	41.13763	28.15065	83.52252	43.59446	63.5828629	29.9680214	43.6008835	36.5459061	6
83	simple	22.5788822	69.55725	83.00643	49.21042	52.5510559	36.956234	22.0512981	44.288372	33.7615356	83.4667358	56.94944	57.3298225	14.0778618	46.60511	46.5431671	12
84	approach	43.1863976	79.59725	111.658775	87.04347	62.715	54.4573364	44.8816	78.7544861	54.1128	100.023529	64.62782	0	48.7376175	65.84085	59.1470032	11
85	applications	19.3797417	64.10568	74.1519241	47.25514	49.2360725	33.71783	14.3675146	34.7139664	29.1224346	79.0878754	35.06685	57.9272156	34.31342	38.33798	39.0642967	6
86	responsiveness	61.7469025	108.520752	131.913055	101.062424	90.88485	69.4335861	56.81645	41.7933655	73.72069	116.343933	83.83237	106.307205	74.65312	83.0705261	74.15481	7
87	service	8.671032	51.4241142	59.9544373	34.5996	36.05097	18.4470444	5.3227253	25.842762	16.2018738	64.75643	30.9131546	50.33252	26.97734	29.2857437	25.2772522	6
88	improvements	17.8971062	71.14621	78.84358	60.1964455	64.34682	32.6750832	24.9871216	50.11718	40.94139	84.0957	50.397438	69.98117	40.2748	41.0280037	47.8376236	0
89	company	9.803539	54.4529266	59.6833458	40.61963	41.2178879	20.6041431	6.26037264	28.8804779	21.0805	70.03238	34.3050728	54.6535263	27.21914	30.60358	29.5621433	6
90	customer	12.662179	52.6241531	69.34689	43.3605423	42.3765526	22.9776764	9.817913	31.7388573	23.5944328	69.72867	36.6274223	52.75657	29.9480362	36.10497	23.9404182	6
91	implementation	40.2022247	83.46593	99.013855	76.97053	72.17569	57.6888161	43.16771	75.74374	61.5210457	99.42606	77.76262	67.1816559	24.1226711	60.0538025	64.44398	12
92	implement	28.0124779	69.4198	85.48871	62.6383667	61.87319	46.97876	29.9987183	62.9700356	44.395546	94.809906	62.9632721	61.1809273	14.8768787	47.92233	52.0702362	12
93	important	33.8182831	86.18166	91.14308	64.17769	76.9628143	54.30304	38.5515366	63.6963043	49.8342819	99.61339	71.92538	84.76152	49.21246	51.70794	62.4599724	0
94	selling	25.3720055	53.5715332	68.34715	54.17388	55.23874	31.7189674	19.12416	43.45023	36.3085632	72.41025	42.0596	62.2853241	41.2979469	46.9285355	44.6692429	6
95	found	21.2894783	64.4423752	78.72066	52.5523376	55.9988022	37.092762	23.5998058	44.6183624	38.58133	85.20839	52.57387	67.76103	36.43282	44.53933	44.3910065	0
96	interlocutors	62.79889	109.928429	113.495918	84.216	102.658356	66.77014	62.4374542	79.19159	49.8248367	123.428696	99.00842	124.174072	87.20077	74.8224	71.96827	8
97	quality	20.8110371	59.2747841	78.79927	48.0167542	47.3904037	29.9631462	18.2099514	42.4851151	31.6746387	80.30295	44.6431656	61.5435333	33.1674957	44.9282722	42.59816	6
98	change	22.31655	73.53406	76.6821442	49.0756454	57.46427	17.3490849	20.41638	39.3598366	31.0618458	80.31578	33.4580231	57.8534355	39.05127	40.7260056	44.93267	5
99	point	24.89592	57.3406639	73.5259247	55.63976	57.71901	32.870285	22.34871	53.3350754	33.1337738	79.21307	45.05598	60.33737	35.6674652	44.7838249	39.21988	6
100	exchanges	39.3307076	65.24746	90.6666946	77.44231	55.89428	39.3423233	33.3482933	56.7544022	48.7376328	80.06827	9.006737	66.1489258	56.8092422	61.12	64.59888	10
101	problem	15.9010916	59.0881042	85.48064	53.6603546	42.95826	26.1501579	19.6743488	45.379097	35.1843643	72.29599	49.1060638	42.6934738	29.3885632	43.89184	32.6124458	0
102	availability	27.2256565	77.92453	82.5794	59.0588722	54.1137	44.7131424	26.4711151	53.73133	37.4257126	80.31027	56.3754158	68.4534454	39.1247063	41.6201363	41.9021568	6
103	difficult	42.0808945	80.57999	106.621132	68.55412	79.20918	58.16143	44.6794357	64.7041855	57.41638	97.02275	76.2531357	77.04966	50.10016	71.64281	64.55196	0
104	years	29.0165977	67.43058	75.0196838	57.01648	55.7469635	37.2565155	24.23254	49.7461624	40.9971848	80.2615051	48.3622971	77.02396	46.8602	57.1088181	56.57995	6
105	complex	25.19147	58.33206	82.49693	65.6175842	51.95214	40.77349	25.0059757	54.3559036	39.11779	78.51831	49.3873444	64.82477	33.01815	50.7214661	48.00943	6
106	incomprehensible	56.44509	81.48944	123.659988	91.3643951	98.4715	70.48218	56.21687	79.43227	72.13219	123.763138	81.70228	106.461105	74.04644	79.5223541	81.4027	6
107	commitment	39.4174042	81.64676	85.06855	79.26204	68.9158859	51.2360077	34.7858124	54.5288239	55.75154	97.41005	59.341507	85.5193	55.00828	53.59715	72.25014	6
108	level	19.1336765	58.26218	69.65768	52.15699	46.1894569	29.54828	18.22974	42.2173843	29.26153	80.8744659	45.618454	51.2829628	35.95954	42.96945	44.54065	6
109	licences	32.5634651	72.497406	90.60888	64.69331	59.6829834	34.87873	29.8075733	10.9155636	41.4592056	82.83504	48.66234	81.161026	52.5284271	54.467598	57.6068764	7
110	access	19.4884586	63.4245529	77.63434	47.9315033	57.2680855	31.80811	16.6303139	38.3750954	27.9134331	82.51253	45.3993874	62.77004	36.7317429	37.6908455	38.4142342	6
111	answers	22.97933	72.509285	77.62865	52.5657349	55.3088	40.386898	24.7774029	50.75286	37.8790131	86.5162659	58.12772	68.71024	37.67137	46.9131432	48.6170349	0
112	billing	19.296032	61.76614	59.2509766	48.5605621	53.9893723	30.7182922	15.6385555	42.6304626	34.81858	76.03302	44.51946	65.0766449	31.581501	43.11718	35.7889557	6
113	improve	16.2354641	65.60835	80.83214	57.177536	51.1512566	29.7806358	21.079052	45.9535675	34.1035233	77.71576	44.78234	61.15818	34.96821	41.182045	46.1223145	0
114	integration	31.8094788	72.8796	79.65115	64.28563	69.91861	46.49297	35.19197	67.82638	44.61409	64.65484	60.40357	81.66499	52.5215645	57.35767	49.3502655	0
115	adapted	29.8401928	74.9806061	81.86661	54.49859	54.563736	44.072	24.4899712	51.1796	37.6405563	83.79234	40.70477	56.9670525	46.3371429	56.0114365	47.0438652	6
116	reduce	20.80142	63.50432	84.6646042	52.1405258	52.8274879	31.4030933	21.870945	46.1226959	37.4392548	80.73845	39.4502	59.26853	35.01194	48.55809	42.21456	0
117	companies	12.6769075	57.0141029	51.6995125	42.7327728	41.7535172	24.255806	9.038002	35.10136	25.6397762	70.93956	34.7689056	58.10128	28.48887	34.2847061	35.7397537	6
118	accompaniment	60.34606	100.307831	0	79.2155762	96.3611	73.39078	56.0313568	93.91521	72.14914	113.291412	87.60725	111.658775	73.1882248	84.7194748	81.28839	2
119	windows10	59.86578	77.6238556	118.29451	71.3145	67.7578354	73.07696	55.2863045	79.83673	31.9387341	109.746246	81.31387	84.28423	72.5692444	71.496315	76.66082	8
120	knowledge	65.7917557	122.215591	115.806747	87.70449	115.069336	77.80612	61.4113045	72.65817	72.5338745	130.427063	93.66636	106.576157	78.45622	90.83197	86.19478	6
121	features	25.3461456	67.6789551	82.8275452	46.2085724	48.5686646	34.80323	22.5997372	44.5373077	28.3813114	83.74452	50.15657	69.08377	40.32897	37.7353821	51.91627	6
122	increase	21.8434258	71.0904541	77.84889	54.5227165	60.28369	40.7036858	26.567791	59.92015	42.5828476	91.83595	58.0501556	70.57304	35.6997	42.26644	55.5810051	0
123	reactivity	50.6485062	92.89972	128.5398	86.1915741	68.66247	67.59982	50.2569275	72.09801	63.2375641	94.63884	83.8649139	84.18506	60.57541	71.03841	72.0291748	6
124	expensive	21.4386444	58.55439	82.23735	54.6849442	46.18285	37.8920555	19.361311	44.681366	32.2802	75.17369	45.2976074	58.3267746	36.77879	42.2315063	41.7724037	6
125	clear	20.57898	65.4209442	74.0792847	48.85387	48.2136345	35.0310669	18.43661	44.13391	29.30376	80.84677	49.378	64.44301	36.0198975	37.210125	46.9047623	6
126	complicated	30.5333328	67.0327148	76.14595	59.1146431	63.138298	44.8759155	24.6020737	46.2214737	43.1527252	92.28612	51.1569061	77.99749	33.6417	47.90413	49.4244041	6
127	speed	27.2433624	62.8718338	71.71411	54.78548	50.9839325	44.2306061	25.96434	54.27226	40.5789032	89.33588	55.19779	71.2838	43.72647	50.47705	41.87748	6
128	changing	26.0424	69.5063248	79.32902	55.4197845	59.22205	18.7567024	24.999403	47.1734848	36.03109	84.23013	38.9484253	63.2931137	41.3010864	49.28263	49.3704224	5
129	transparency	65.7773361	80.95717	128.99881	100.36927	89.79743	75.55543	59.0898247	79.66806	82.88009	126.049667	29.6194115	108.263664	85.7222443	84.17884	87.00623	10
130	skills	28.61504	77.12162	87.55763	71.6540146	66.42328	48.19231	34.4406166	59.89831	48.78891	79.1807556	64.78403	61.68802	45.7714767	54.35553	56.9206429	0
131	present	23.7646961	49.5941353	68.69514	52.1518555	54.68737	34.44511	18.5754814	49.69539	31.4782982	69.71128	37.418396	70.1079941	35.5098	41.34498	46.92218	6
132	assistance	19.8657131	64.57964	79.7408447	60.0884628	55.30533	36.8550529	20.5649414	46.3564377	40.25595	81.28768	46.3680344	65.65363	31.3389473	39.93811	36.9846535	0
133	listening	18.9498634	58.4945	67.66694	57.7268448	54.30121	33.0474548	17.2531319	48.28402	36.43402	75.00539	46.7075081	63.5307541	29.1119137	38.90827	43.0417328	6
134	competition	33.4984322	85.2431	77.77984	67.14413	59.6308746	45.3059349	30.8200169	54.97649	50.99527	99.98514	60.0186768	80.4242859	51.311676	53.5129967	57.1850967	6
135	opening	12.5639391	51.3067474	66.11231	43.0498962	43.44841	27.37112	10.1019983	34.85988	21.79247	70.17426	39.2101822	48.3427734	21.8177738	31.3581142	36.5150833	6
136	explain	34.59349	64.8596954	96.3611	65.1050339	0	44.2376251	32.585598	56.2067261	40.741188	74.92876	51.3834534	62.715	46.9864769	56.753746	54.1955032	4
137	subject	28.4148312	69.82089	76.71727	57.7231064	52.9952545	44.1329422	24.59173	56.47059	37.458683	86.52397	56.55269	67.7404251	36.1174049	44.3654633	52.1459351	6
138	expectations	47.5015526	84.40434	105.325523	78.08639	62.1897049	60.4151955	43.815197	72.25886	60.4482651	99.16905	64.70798	87.88054	63.4915733	64.69882	76.31172	6
139	innovation	30.0418663	80.31508	92.6959839	69.95094	65.22479	41.8574371	36.539917	58.521553	51.3953362	80.21749	59.0502319	79.75667	47.7163429	46.90137	58.94743	0
140	leads	30.2761688	71.52008	76.7882843	68.36546	63.3644	38.45823	28.5884323	47.336937	42.2490234	87.3151245	56.7759	80.41327	50.6474228	50.6547775	52.1759529	6
141	review	9.213038	47.6123734	65.824585	39.83605	29.6717281	20.0718269	8.477167	34.2693825	18.7336941	67.8885956	39.1826477	46.1468735	21.6235752	34.0889359	27.8562927	6
142	improvement	17.8197746	66.7314758	75.03293	57.8181076	62.0840836	34.1056252	24.923954	50.29093	39.29726	84.3823	51.3117828	71.991394	38.8209724	41.1270142	46.74408	0
143	simplification	43.67107	77.23079	107.744095	75.7668457	71.9106	64.17856	44.91002	73.2836151	59.35159	103.230255	75.00365	78.58429	20.54415	75.74495	68.8419952	12
144	accompany	25.4478111	67.46289	41.1807365	48.3688965	56.6687737	34.95167	19.691637	47.3301849	34.4692841	79.8331146	53.3889847	67.4715652	37.8003159	51.3827133	39.9666443	6
145	proximity	44.0732727	103.003067	115.389381	82.5817947	75.4053345	61.47836	48.5987549	71.611496	54.5609627	102.869637	90.89178	87.01549	61.0771828	60.259758	66.3291	0
146	opinion	43.4565735	77.67403	91.4923553	69.10916	73.76341	57.3714828	38.5487976	63.41296	48.12843	94.04831	63.26882	91.83679	60.3319626	62.2632675	62.8958931	6
147	terms	24.5779381	67.404	96.19109	65.04455	54.6610527	38.4491425	26.8091583	49.5671921	43.3556862	78.29036	55.8860474	73.36736	41.0885773	53.1696167	43.8036423	0
148	months	22.4932747	59.36614	83.36235	56.7778168	50.20144	30.8027744	20.0708218	42.4280739	37.6231766	79.74394	35.58255	59.999836	42.676506	38.2211	54.6884956	6
149	continue	35.8186264	83.0503845	97.9842758	61.10811	73.3461151	53.6293831	33.5118179	61.04805	52.569397	95.84488	65.98981	83.95801	48.3709221	56.6223373	54.57463	6
150	development	30.093195	71.37282	87.98666	59.31523	59.9847679	39.486454	28.5246658	58.4692039	39.076	82.2223053	56.26449	75.4369354	42.52706	56.2828674	58.4733124	6
151	closer	24.958395	72.27851	70.4374	39.5309372	63.67814	40.1817	26.6256161	58.5169	38.817955	95.08013	55.8910141	72.7221146	44.60145	49.0548172	50.3236122	0
152	arrival	41.184288	83.11768	97.9205551	66.45514	66.53608	51.3997231	35.57616	48.94814	48.1426239	96.61185	63.31864	81.46328	55.34246	61.8725128	65.90262	6
153	reliability	49.79033	84.1143951	109.381035	83.37109	67.46209	55.0722733	47.7591248	69.19954	66.47876	107.230751	78.77984	103.742676	66.0589142	71.68035	68.40031	6
154	satisfactory	38.2801971	75.03192	98.51747	74.99332	68.52197	53.95376	34.7805862	63.74005	47.73629	95.3918152	63.0821533	72.02147	45.45321	58.197834	59.13169	6
155	requests	16.8003	65.61732	70.17558	50.5492439	38.82869	31.5101433	15.3766346	42.18767	31.9948654	66.9698	45.9693	53.9775543	32.40663	36.8996658	38.60669	6
156	stability	41.08698	85.65727	102.783539	77.32013	64.6510239	50.0301971	36.81219	56.6898041	53.4824753	97.19417	58.90995	89.24667	59.96615	53.7013779	62.9074326	6
